,nome,email,telefone,cpf,cpf_validado,cnpj,cnpj_validado,cep,data,valor,url
75,"[['Daniel Ribeiro'], 'Daniel Ribeiro']","[['kfmx8adqch@exnnample.com'], 'kfmx8adqch@exnnample.com']","[[], None]","[[], None]",False,"[[], None]",False,"[['30376-371'], '30376-371']","[[('01', '09', '2023')], '01/09/2023']","[['1139.27'], '1139.27']","[['https://empresaa.com.br/j6giox/26mze'], 'https://empresaa.com.br/j6giox/26mze']"
76,"[['Carlos Oliveira'], 'Carlos Oliveira']","[['a41vblq@example.com'], 'a41vblq@example.com']","[['(85) 97457-0545'], '(85) 97457-0545']","[['095.790.737-10'], '095.790.737-10']",False,"[[], None]",False,"[[], None]","[[('09', '05', '2006')], '09/05/2006']","[['R$ 1.428,06'], 'R$ 1.428,06']","[[], None]"
77,"[['Igoor Lima'], 'Igoor Lima']","[['l.1u_imqi@dominiio.org'], 'l.1u_imqi@dominiio.org']","[['(81) 9061-2943'], '(81) 9061-2943']","[['441.497.826-28'], '441.497.826-28']",True,"[[], None]",False,"[['85298940'], '85298940']","[[], None]","[['1700.79'], '1700.79']","[['https://contato.me/dfdrgv/gs4vdh6/n7j'], 'https://contato.me/dfdrgv/gs4vdh6/n7j']"
78,"[['S  érgio Moraa'], 'S  érgio Moraa']","[['w7y6aeljw@gmail.com'], 'w7y6aeljw@gmail.com']","[['(21) 92311-7753'], '(21) 92311-7753']","[[], None]",False,"[['29.884.259/9599-44'], '29.884.259/9599-44']",True,"[[], None]","[[('09', '04', '2003')], '09/04/2003']","[['  844.72'], '  844.72']","[['https://contato.me/lug/yi9mmq/2somk1'], 'https://contato.me/lug/yi9mmq/2somk1']"
79,"[['Beatriz Ribeiro'], 'Beatriz Ribeiro']","[['+-f94ircgcc5@ufc.br'], '+-f94ircgcc5@ufc.br']","[[], None]","[['777.777.777-77'], '777.777.777-77']",False,"[['30.003.896/0870-67'], '30.003.896/0870-67']",True,"[[], None]","[[('20', '1', '2024')], '20/1/2024']","[[], None]","[[], None]"
80,"[['Beatriz arbosa'], 'Beatriz arbosa']","[['831..7qky@dominio.org'], '831..7qky@dominio.org']","[[], None]","[['320.441.384-50'], '320.441.384-50']",True,"[[], None]",False,"[[], None]","[[('1', '05', '2012')], '1/05/2012']","[['4.59'], '4.59']","[['https://exemplo.com/ljdo'], 'https://exemplo.com/ljdo']"
81,"[['Sérgio Martins'], 'Sérgio Martins']","[['m.spvpxo3@ail.com'], 'm.spvpxo3@ail.com']","[['(86) 94551-1668'], '(86) 94551-1668']","[['137.651.588-10'], '137.651.588-10']",True,"[['79.376.392/8369-63'], '79.376.392/8369-63']",True,"[[], None]","[[], None]","[[], None]","[['http://data.ufc.)br/bkei67'], 'http://data.ufc.)br/bkei67']"
82,"[['Iggor Oliveira'], 'Iggor Oliveira']","[[], None]","[[], None]","[[], None]",False,"[[], None]",False,"[['06185380'], '06185380']","[[], None]","[['3631.25'], '3631.25']","[[], None]"
83,"[['Fernanda Martins'], 'Fernanda Martins']","[['-vi+8@example.com'], '-vi+8@example.com']","[[], None]","[['061.558.108-00'], '061.558.108-00']",True,"[['28.634.255/6383-91'], '28.634.255/6383-91']",True,"[[], None]","[[], None]","[[' 3.61'], ' 3.61']","[['http://site.rgé/0ba8jgz'], 'http://site.rgé/0ba8jgz']"
84,"[['O'], 'O']","[[], None]","[[], None]","[['106.728.728-03'], '106.728.728-03']",True,"[['44.444.444/4444-44'], '44.444.444/4444-44']",False,"[[], None]","[[('26', '01', '2006')], '26/01/2006']","[[], None]","[['http://site.orgu0ls/4eat'], 'http://site.orgu0ls/4eat']"
85,"[['Letícia Martins'], 'Letícia Martins']","[[], None]","[['(69) 4760-4409'], '(69) 4760-4409']","[['520.575.639-83'], '520.575.639-83']",False,"[[], None]",False,"[[], None]","[[], None]","[[' 3709.13'], ' 3709.13']","[['https://contato.me/hd2dug'], 'https://contato.me/hd2dug']"
86,"[['P  aulo Costa'], 'P  aulo Costa']","[[], None]","[[], None]","[[], None]",False,"[['44.444.444/4444-44'], '44.444.444/4444-44']",False,"[['05155-026'], '05155-026']","[[('2', '06', '2004')], '2/06/2004']","[[], None]","[[], None]"
87,"[['S  érgiio Moura'], 'S  érgiio Moura']","[['i5mcn@mal.com'], 'i5mcn@mal.com']","[[], None]","[['562.624.467-02'], '562.624.467-02']",True,"[[], None]",False,"[['41978575'], '41978575']","[[], None]","[['2854.95'], '2854.95']","[[], None]"
88,"[['João Costa'], 'João Costa']","[[], None]","[['(81) 97382-6460'], '(81) 97382-6460']","[[], None]",False,"[['79.695.867/8055-90'], '79.695.867/8055-90']",True,"[[], None]","[[('02', '04', '2020')], '02/04/2020']","[['745,01'], '745,01']","[[], None]"
89,"[['Yasmin Lima'], 'Yasmin Lima']","[['6mk3xpl4mu@empresa.com.br'], '6mk3xpl4mu@empresa.com.br']","[[], None]","[[], None]",False,"[['81.952.371/0068-82'], '81.952.371/0068-82']",True,"[[], None]","[[], None]","[['R$ 2.535,78'], 'R$ 2.535,78']","[['https://empresa.com.brt/x0vj/4nqg/e35pq'], 'https://empresa.com.brt/x0vj/4nqg/e35pq']"
90,"[['G  abriel Ribeiro'], 'G  abriel Ribeiro']","[['v6er988fd2@ufc.br'], 'v6er988fd2@ufc.br']","[[], None]","[[], None]",False,"[['31.284.033/3997-11'], '31.284.033/3997-11']",True,"[[], None]","[[('01', '01', '2200')], '01/01/2200']","[['2199.81'], '2199.81']","[['https://empresa.com.br/3aq0/r5lv646/tq8pv'], 'https://empresa.com.br/3aq0/r5lv646/tq8pv']"
91,"[['Gabriel Pereira'], 'Gabriel Pereira']","[['sxb1yu99@gmail.com'], 'sxb1yu99@gmail.com']","[['(86) 91054-8574'], '(86) 91054-8574']","[['888.888.888-88'], '888.888.888-88']",False,"[['13.257.970/6734-58'], '13.257.970/6734-58']",True,"[[], None]","[[('6', '04', '2010')], '6/04/2010']","[[], None]","[['https://empresa.com.br/7sbieux/nlu3o3'], 'https://empresa.com.br/7sbieux/nlu3o3']"
92,"[['Euardo Costa'], 'Euardo Costa']","[['83m.w.jmjn@maai.com'], '83m.w.jmjn@maai.com']","[[], None]","[['999.999.999-99'], '999.999.999-99']",False,"[['55.555.555/5555-55'], '55.555.555/5555-55']",False,"[[], None]","[[], None]","[['  1995.83'], '  1995.83']","[['https://empesa.com.br/mnyhfl/7hknh5w'], 'https://empesa.com.br/mnyhfl/7hknh5w']"
93,"[['Sérgio liveira'], 'Sérgio liveira']","[[], None]","[[], None]","[[], None]",False,"[['17.793.238/2231-72'], '17.793.238/2231-72']",True,"[[], None]","[[], None]","[['R$ 138.80'], 'R$ 138.80']","[[], None]"
94,"[['Hlelena Moura'], 'Hlelena Moura']","[['8-1mrdz@mail.com'], '8-1mrdz@mail.com']","[['(31) 96933-5134'], '(31) 96933-5134']","[['867.752.401-04'], '867.752.401-04']",True,"[['43.991.062/2723-87'], '43.991.062/2723-87']",True,"[[], None]","[[], None]","[[], None]","[['https://empresa.com.br/o2th83/evrc/qh31k5'], 'https://empresa.com.br/o2th83/evrc/qh31k5']"
95,"[['Olívia Barbosa'], 'Olívia Barbosa']","[['wwwpr2duk3@gmail.com'], 'wwwpr2duk3@gmail.com']","[['(31) 3475-5752'], '(31) 3475-5752']","[['423.885.652-00'], '423.885.652-00']",True,"[[], None]",False,"[[], None]","[[('24', '12', '2007')], '24/12/2007']","[[], None]","[['http://site.org/ffzq'], 'http://site.org/ffzq']"
96,"[['Beatrizz Gmes'], 'Beatrizz Gmes']","[['1ekb929dw4j@examplee.com'], '1ekb929dw4j@examplee.com']","[[], None]","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[['R$  3.357,39'], 'R$  3.357,39']","[['https://exemplo.com/hvfgzy/y4ivlg/wl1q5'], 'https://exemplo.com/hvfgzy/y4ivlg/wl1q5']"
97,"[['Taâllita Silva'], 'Taâllita Silva']","[['p5mzcwd4_@exxample.com'], 'p5mzcwd4_@exxample.com']","[[], None]","[['158.998.868-03'], '158.998.868-03']",True,"[[], None]",False,"[['49982-508'], '49982-508']","[[('07', '04', '2017')], '07/04/2017']","[['3117.61'], '3117.61']","[[], None]"
98,"[['Igor Silva'], 'Igor Silva']","[['mf95mi7ec44g@example..com'], 'mf95mi7ec44g@example..com']","[[], None]","[['211.369.572-79'], '211.369.572-79']",False,"[['83.350.902/5425-81'], '83.350.902/5425-81']",True,"[[], None]","[[], None]","[[], None]","[['https://exemqplo.com/kuxcjgo'], 'https://exemqplo.com/kuxcjgo']"
99,"[['Gabriel Almeida'], 'Gabriel Almeida']","[[], None]","[['(98) 90005-1553'], '(98) 90005-1553']","[[], None]",False,"[['26.573.275/9980-79'], '26.573.275/9980-79']",True,"[[], None]","[[], None]","[['R$19677.60'], 'R$19677.60']","[['https://contato.me/k0h8'], 'https://contato.me/k0h8']"
100,"[['E  duardo Moura'], 'E  duardo Moura']","[['.btym@dominio.org'], '.btym@dominio.org']","[['1312-5129'], '1312-5129']","[['046.558.665-19'], '046.558.665-19']",True,"[['48.374.417/1581-00'], '48.374.417/1581-00']",True,"[[], None]","[[('01', '09', '2020')], '01/09/2020']","[['1,310.03'], '1,310.03']","[['https://exemplo.com/hdi/flff/1on'], 'https://exemplo.com/hdi/flff/1on']"
101,"[['Yasmin Carrvalhoà'], 'Yasmin Carrvalhoà']","[['u2w4x5t5u@ufc.br'], 'u2w4x5t5u@ufc.br']","[[], None]","[['339.205.677-49'], '339.205.677-49']",True,"[[], None]",False,"[['06724-530'], '06724-530']","[[], None]","[[], None]","[['http://site.org/1k5dwg/u4s'], 'http://site.org/1k5dwg/u4s']"
102,"[['Talita Oliveira'], 'Talita Oliveira']","[['5u+8mm++hs@gmail.com'], '5u+8mm++hs@gmail.com']","[[], None]","[[], None]",False,"[['61.572.768/2975-14'], '61.572.768/2975-14']",False,"[[], None]","[[], None]","[['044.62'], '044.62']","[[], None]"
103,"[['Paulo Rodrigues'], 'Paulo Rodrigues']","[['_nlcygnmm.tn@ufc.br'], '_nlcygnmm.tn@ufc.br']","[[], None]","[['570.394.380-97'], '570.394.380-97']",True,"[['55.555.555/5555-55'], '55.555.555/5555-55']",False,"[[], None]","[[], None]","[[], None]","[[], None]"
104,"[['M  Marina Barbos'], 'M  Marina Barbos']","[['80x1fj+qivw32@utlook.com'], '80x1fj+qivw32@utlook.com']","[[], None]","[['205.829.582-02'], '205.829.582-02']",True,"[[], None]",False,"[['86395-613'], '86395-613']","[[('12', '06', '2008')], '12/06/2008']","[['R$2162.02'], 'R$2162.02']","[['http://site.org/jetpzt'], 'http://site.org/jetpzt']"
105,"[['Pauloo Pereira'], 'Pauloo Pereira']","[['i_b62@example.com'], 'i_b62@example.com']","[[], None]","[['496.804.911-61'], '496.804.911-61']",False,"[['74.204.956/1213-64'], '74.204.956/1213-64']",True,"[[], None]","[[('12', '06', '2016')], '12/06/2016']","[['2943.37'], '2943.37']","[['http://data.uufc-.br/x8g04cr'], 'http://data.uufc-.br/x8g04cr']"
106,"[['R  afaela Rdrigues'], 'R  afaela Rdrigues']","[['kp+7s5e1+b0@example.ccom'], 'kp+7s5e1+b0@example.ccom']","[[], None]","[['205.464.754-34'], '205.464.754-34']",True,"[['47.876.989/9927-61'], '47.876.989/9927-61']",True,"[['98355-393'], '98355-393']","[[('10', '01', '2015')], '10/01/2015']","[['176.72'], '176.72']","[[], None]"
107,"[['Olívi'], 'Olívi']","[['9wpjb9_uo@empresa.com.br'], '9wpjb9_uo@empresa.com.br']","[['(11) 94699-6733'], '(11) 94699-6733']","[[], None]",False,"[['71.136.337/9223-00'], '71.136.337/9223-00']",True,"[[], None]","[[('14', '03', '2009')], '14/03/2009']","[['  818.06'], '  818.06']","[['http://site.org/vub56y/nxjeykz'], 'http://site.org/vub56y/nxjeykz']"
108,"[['Fernanda Martins'], 'Fernanda Martins']","[['lj8lpaukr6@outlook.com'], 'lj8lpaukr6@outlook.com']","[['8868-7785'], '8868-7785']","[['062.207.223-95'], '062.207.223-95']",False,"[[], None]",False,"[[], None]","[[('1', '06', '2009')], '1/06/2009']","[['  844.64'], '  844.64']","[[], None]"
109,"[['Paulo Azevedo'], 'Paulo Azevedo']","[[], None]","[[], None]","[['222.222.222-22'], '222.222.222-22']",False,"[['62.689.430/1204-41'], '62.689.430/1204-41']",True,"[[], None]","[[('30', '04', '2023')], '30/04/2023']","[['R$1826.01'], 'R$1826.01']","[[], None]"
110,"[['Marina Carvalo'], 'Marina Carvalo']","[['tvgc@ufc.br'], 'tvgc@ufc.br']","[['(81) 99498-1942'], '(81) 99498-1942']","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[[], None]","[['http://data.ufc.br/2w6tsz'], 'http://data.ufc.br/2w6tsz']"
111,"[['L  etícia Souza'], 'L  etícia Souza']","[[], None]","[['(51) 0394-6408'], '(51) 0394-6408']","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[['R$352.58'], 'R$352.58']","[['http://data.ufc.br/6td/n89shp'], 'http://data.ufc.br/6td/n89shp']"
112,"[['Mrarina Souza'], 'Mrarina Souza']","[['1g6znkm-_e@gmail.com'], '1g6znkm-_e@gmail.com']","[['(86) 97885-1905'], '(86) 97885-1905']","[[], None]",False,"[['55.605.712/1988-05'], '55.605.712/1988-05']",True,"[['48640-104'], '48640-104']","[[], None]","[[' 3156.93'], ' 3156.93']","[['https://empresa.com.br/0e7xe/tt0bbs'], 'https://empresa.com.br/0e7xe/tt0bbs']"
113,"[['Igor Rodriguess'], 'Igor Rodriguess']","[['59pdd1n-y@empresa.com.br'], '59pdd1n-y@empresa.com.br']","[['(92) 93203-3016'], '(92) 93203-3016']","[['452.696.944-33'], '452.696.944-33']",True,"[['16.497.016/9342-40'], '16.497.016/9342-40']",True,"[[], None]","[[], None]","[[], None]","[['http://data.ufc.br/xu0/7r2mjn/wmp55r'], 'http://data.ufc.br/xu0/7r2mjn/wmp55r']"
114,"[['Olívia Rodriguess'], 'Olívia Rodriguess']","[[], None]","[[], None]","[['679.335.055-20'], '679.335.055-20']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$ 4.633,84'], 'R$ 4.633,84']","[[], None]"
115,"[['T  alita Carvlho'], 'T  alita Carvlho']","[['1l-2ruq+nbmz@mail.com'], '1l-2ruq+nbmz@mail.com']","[['(31) 9832-3089'], '(31) 9832-3089']","[[], None]",False,"[['99.999.999/9999-99'], '99.999.999/9999-99']",False,"[[], None]","[[], None]","[['R$ 3638.20'], 'R$ 3638.20']","[['http://site.org/5nniof7'], 'http://site.org/5nniof7']"
116,"[['Sérgio Oliveira'], 'Sérgio Oliveira']","[['0jr6o@mail.com'], '0jr6o@mail.com']","[['(86) 9509-8221'], '(86) 9509-8221']","[['054.296.080-09'], '054.296.080-09']",True,"[[], None]",False,"[['40164818'], '40164818']","[[], None]","[['1,25'], '1,25']","[[], None]"
117,"[['J  oão Carvalho'], 'J  oão Carvalho']","[['pnnnwm77q_@mail.com'], 'pnnnwm77q_@mail.com']","[[], None]","[['163.211.197-76'], '163.211.197-76']",True,"[['18.093.391/3732-08'], '18.093.391/3732-08']",True,"[[], None]","[[], None]","[['  932.54'], '  932.54']","[['http://data.ufc.br/i7apyv4'], 'http://data.ufc.br/i7apyv4']"
118,"[['Eduardo Carvalho'], 'Eduardo Carvalho']","[[], None]","[[], None]","[['776.829.384-40'], '776.829.384-40']",False,"[['80.873.543/7882-05'], '80.873.543/7882-05']",True,"[[], None]","[[], None]","[[], None]","[[], None]"
119,"[['Marina Almeida'], 'Marina Almeida']","[['a941gjm7@mail.om'], 'a941gjm7@mail.om']","[['(71) 90168-3113'], '(71) 90168-3113']","[[], None]",False,"[['84.002.730/0869-11'], '84.002.730/0869-11']",True,"[[], None]","[[], None]","[[], None]","[[], None]"
120,"[['Paulo Silva'], 'Paulo Silva']","[['tq_dk_udj@outlook.com'], 'tq_dk_udj@outlook.com']","[[], None]","[['801.644.037-10'], '801.644.037-10']",True,"[[], None]",False,"[[], None]","[[('3', '05', '2010')], '3/05/2010']","[['R$3747.33'], 'R$3747.33']","[[], None]"
121,"[['Beatriz Morra'], 'Beatriz Morra']","[['+o81+@gmail.com'], '+o81+@gmail.com']","[[], None]","[['842.495.988-45'], '842.495.988-45']",True,"[[], None]",False,"[['19177-987'], '19177-987']","[[], None]","[['27.74'], '27.74']","[[], None]"
122,"[['Marina Ribeiro'], 'Marina Ribeiro']","[['9ub-u5sq@empresa.com.b'], '9ub-u5sq@empresa.com.b']","[[], None]","[['999.999.999-99'], '999.999.999-99']",False,"[['89.117.972/0385-70'], '89.117.972/0385-70']",True,"[['15531-325'], '15531-325']","[[('25', '10', '2018')], '25/10/2018']","[['R$241.44'], 'R$241.44']","[['https://exemplo.com/12uc'], 'https://exemplo.com/12uc']"
123,"[['Daniel Silv'], 'Daniel Silv']","[['biaccjtxo_@gmail.com'], 'biaccjtxo_@gmail.com']","[[], None]","[['132.155.130-48'], '132.155.130-48']",True,"[[], None]",False,"[['20258-254'], '20258-254']","[[('03', '08', '2023')], '03/08/2023']","[[], None]","[['http://data.uxfc.br/gimeimj/tfd/af7p0q'], 'http://data.uxfc.br/gimeimj/tfd/af7p0q']"
124,"[['Marina Azevedo'], 'Marina Azevedo']","[['9tr0h53@gmail.com'], '9tr0h53@gmail.com']","[[], None]","[['732.643.095-05'], '732.643.095-05']",True,"[[], None]",False,"[['29883220'], '29883220']","[[('22', '06', '2004')], '22/06/2004']","[['3,652.84'], '3,652.84']","[[], None]"
125,"[['Daniel Moura'], 'Daniel Moura']","[['idh+fhhyzg@empresa.com.br'], 'idh+fhhyzg@empresa.com.br']","[['9421-1406'], '9421-1406']","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[['945.67'], '945.67']","[[], None]"
126,"[['Beatriz Barbosa'], 'Beatriz Barbosa']","[[], None]","[[], None]","[['417.268.080-17'], '417.268.080-17']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$31.92'], 'R$31.92']","[[], None]"
127,"[['JJoo Silva'], 'JJoo Silva']","[[], None]","[[], None]","[['562.389.949-83'], '562.389.949-83']",True,"[['01.426.203/7087-82'], '01.426.203/7087-82']",False,"[[], None]","[[('02', '01', '2001')], '02/01/2001']","[['2309.57'], '2309.57']","[[], None]"
128,"[['Yasmin Almeida'], 'Yasmin Almeida']","[['je2aj9vgy@empresa.com.br'], 'je2aj9vgy@empresa.com.br']","[['(21) 99114-1319'], '(21) 99114-1319']","[['936.488.208-93'], '936.488.208-93']",False,"[['83.906.246/7287-35'], '83.906.246/7287-35']",True,"[[], None]","[[('07', '01', '2000')], '07/01/2000']","[['R$ 1582.71'], 'R$ 1582.71']","[[], None]"
129,"[['Carlos Ribeiro'], 'Carlos Ribeiro']","[['udhh-i+ld@ouutloodk.com'], 'udhh-i+ld@ouutloodk.com']","[['(86) 95906-7000'], '(86) 95906-7000']","[[], None]",False,"[[], None]",False,"[[], None]","[[('8', '10', '2016')], '8/10/2016']","[['1,824.08'], '1,824.08']","[['https://conato.me/1150du1/katu1/52v8b'], 'https://conato.me/1150du1/katu1/52v8b']"
130,"[['G  abriel Mourai'], 'G  abriel Mourai']","[[], None]","[[], None]","[['777.777.777-77'], '777.777.777-77']",False,"[[], None]",False,"[['44547523'], '44547523']","[[('8', '03', '2018')], '8/03/2018']","[['45.34'], '45.34']","[['https://contato.me/f22znp/k5kbm/8ykke4wa'], 'https://contato.me/f22znp/k5kbm/8ykke4wa']"
131,"[['cPaulo Mrtins'], 'cPaulo Mrtins']","[['8y-._1_76@outlook.com'], '8y-._1_76@outlook.com']","[[], None]","[['904.579.271-47'], '904.579.271-47']",False,"[[], None]",False,"[[], None]","[[('26', '12', '2024')], '26/12/2024']","[['41.23'], '41.23']","[[], None]"
132,"[['oão Souza'], 'oão Souza']","[['gz-_r-4c7-@example.com'], 'gz-_r-4c7-@example.com']","[['(59) 1787-9915'], '(59) 1787-9915']","[['836.683.482-43'], '836.683.482-43']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$ 3.734,96'], 'R$ 3.734,96']","[['https://exemplo.com/w379ly'], 'https://exemplo.com/w379ly']"
133,"[['Helena ima'], 'Helena ima']","[['0rd3knir4l@ufc.b'], '0rd3knir4l@ufc.b']","[['(85) 5071-0580'], '(85) 5071-0580']","[[], None]",False,"[['66.666.666/6666-66'], '66.666.666/6666-66']",False,"[[], None]","[[], None]","[['R$ 31140,70'], 'R$ 31140,70']","[[], None]"
134,"[['Srgiog Pereira'], 'Srgiog Pereira']","[['uoytzi8@example.com'], 'uoytzi8@example.com']","[['(92) 1311-1786'], '(92) 1311-1786']","[['077.406.579-64'], '077.406.579-64']",True,"[[], None]",False,"[['90254-760'], '90254-760']","[[], None]","[['0.51'], '0.51']","[[], None]"
135,"[['H  elena Lima'], 'H  elena Lima']","[['jxyecd05.@ufc.br'], 'jxyecd05.@ufc.br']","[['(92) 9394-4953'], '(92) 9394-4953']","[[], None]",False,"[['80.186.774/0378-65'], '80.186.774/0378-65']",True,"[['06776-255'], '06776-255']","[[], None]","[['67.70'], '67.70']","[[], None]"
136,"[['Talita Souza'], 'Talita Souza']","[['+kew7h@uc.br'], '+kew7h@uc.br']","[[], None]","[['705.916.118-05'], '705.916.118-05']",True,"[['58.819.597/7216-78'], '58.819.597/7216-78']",True,"[['92897-284'], '92897-284']","[[('25', '05', '2002')], '25/05/2002']","[['1573.57'], '1573.57']","[[], None]"
137,"[['Carllos Gomes'], 'Carllos Gomes']","[['_7nh@outlook.com'], '_7nh@outlook.com']","[[], None]","[[], None]",False,"[['22.222.222/2222-22'], '22.222.222/2222-22']",False,"[['85667063'], '85667063']","[[('10', '10', '2003')], '10/10/2003']","[[], None]","[['http://site.org/dtsqt/21z'], 'http://site.org/dtsqt/21z']"
138,"[['Ana Ribeiro'], 'Ana Ribeiro']","[['3y.r5v3z@ufc.br'], '3y.r5v3z@ufc.br']","[['(11) 9095-9481'], '(11) 9095-9481']","[['453.536.597-08'], '453.536.597-08']",True,"[['69.861.634/2125-82'], '69.861.634/2125-82']",True,"[[], None]","[[('22', '01', '2005')], '22/01/2005']","[['R$ 3534.49'], 'R$ 3534.49']","[['http://site.org/ripxh'], 'http://site.org/ripxh']"
139,"[['Olívia Pereira'], 'Olívia Pereira']","[[], None]","[[], None]","[[], None]",False,"[['31.609.439/1368-07'], '31.609.439/1368-07']",True,"[['88620929'], '88620929']","[[('15', '01', '2011')], '15/01/2011']","[[], None]","[['https://empresa.com.br/wnpjkj2/m7la'], 'https://empresa.com.br/wnpjkj2/m7la']"
140,"[['Tallita Carõvalho'], 'Tallita Carõvalho']","[['llwzdyl@outlook.com'], 'llwzdyl@outlook.com']","[[], None]","[[], None]",False,"[[], None]",False,"[['52013-626'], '52013-626']","[[('12', '11', '2012')], '12/11/2012']","[['R$ 1639.70'], 'R$ 1639.70']","[[], None]"
141,"[['Sério  Carvalho'], 'Sério  Carvalho']","[['ohjckh_ew@utlookk.com'], 'ohjckh_ew@utlookk.com']","[['(92) 7649-7974'], '(92) 7649-7974']","[['666.666.666-66'], '666.666.666-66']",False,"[['74.700.026/8764-40'], '74.700.026/8764-40']",True,"[['63656-045'], '63656-045']","[[('01', '11', '2015')], '01/11/2015']","[['R$ 18852.65'], 'R$ 18852.65']","[['https://contato.me/cyr1/l32fhwi'], 'https://contato.me/cyr1/l32fhwi']"
142,"[['Y  asmin Azevedo'], 'Y  asmin Azevedo']","[[], None]","[['(11) 99646-1293'], '(11) 99646-1293']","[['977.202.707-36'], '977.202.707-36']",False,"[[], None]",False,"[['00251213'], '00251213']","[[('25', '08', '2017')], '25/08/2017']","[['3643.19'], '3643.19']","[[], None]"
143,"[['Fernanda Pereira'], 'Fernanda Pereira']","[['oaibiv@dominio.org'], 'oaibiv@dominio.org']","[['(61) 90245-3012'], '(61) 90245-3012']","[['133.030.334-20'], '133.030.334-20']",True,"[[], None]",False,"[['98472-303'], '98472-303']","[[], None]","[['R$4533.33'], 'R$4533.33']","[['http://data.ufc.br/ebf3kk/sdxd'], 'http://data.ufc.br/ebf3kk/sdxd']"
